"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country"
"234",0.742,0.792,5,-4.713,1,0.0651,0.138,0,0.0704,0.78,123.001,"audio_features","3BqfHyw9cLm6POreivziWN","spotify:track:3BqfHyw9cLm6POreivziWN","https://api.spotify.com/v1/tracks/3BqfHyw9cLm6POreivziWN","https://api.spotify.com/v1/audio-analysis/3BqfHyw9cLm6POreivziWN",207090,4,"KR"
"235",0.756,0.821,0,-5.494,1,0.0891,0.0533,0,0.354,0.574,96.008,"audio_features","0tnGCQAvjrRkB79fDMqV9z","spotify:track:0tnGCQAvjrRkB79fDMqV9z","https://api.spotify.com/v1/tracks/0tnGCQAvjrRkB79fDMqV9z","https://api.spotify.com/v1/audio-analysis/0tnGCQAvjrRkB79fDMqV9z",182079,4,"KR"
"236",0.718,0.934,11,-3.787,0,0.169,0.046,0,0.687,0.308,132.017,"audio_features","1HMbjnCFGOWd8Sqou4maxM","spotify:track:1HMbjnCFGOWd8Sqou4maxM","https://api.spotify.com/v1/tracks/1HMbjnCFGOWd8Sqou4maxM","https://api.spotify.com/v1/audio-analysis/1HMbjnCFGOWd8Sqou4maxM",196920,4,"KR"
"237",0.632,0.801,7,-6.105,1,0.304,0.135,0,0.0876,0.749,171.977,"audio_features","6CtYW6EWGMbfe96eqwCThq","spotify:track:6CtYW6EWGMbfe96eqwCThq","https://api.spotify.com/v1/tracks/6CtYW6EWGMbfe96eqwCThq","https://api.spotify.com/v1/audio-analysis/6CtYW6EWGMbfe96eqwCThq",205876,4,"KR"
"238",0.721,0.617,4,-6.178,0,0.0386,0.507,0,0.252,0.902,148.032,"audio_features","4lpvCG7eNzHAXwvMxWUNjz","spotify:track:4lpvCG7eNzHAXwvMxWUNjz","https://api.spotify.com/v1/tracks/4lpvCG7eNzHAXwvMxWUNjz","https://api.spotify.com/v1/audio-analysis/4lpvCG7eNzHAXwvMxWUNjz",185107,4,"KR"
"239",0.806,0.735,7,-4.833,0,0.0491,0.281,0.000351,0.0722,0.788,122.025,"audio_features","6syar8JKCt3R9ZBl11zmgI","spotify:track:6syar8JKCt3R9ZBl11zmgI","https://api.spotify.com/v1/tracks/6syar8JKCt3R9ZBl11zmgI","https://api.spotify.com/v1/audio-analysis/6syar8JKCt3R9ZBl11zmgI",187227,4,"KR"
"240",0.627,0.662,11,-4.773,0,0.035,0.264,0,0.115,0.321,140.007,"audio_features","2qwplOI7upNGwg2mLVrraw","spotify:track:2qwplOI7upNGwg2mLVrraw","https://api.spotify.com/v1/tracks/2qwplOI7upNGwg2mLVrraw","https://api.spotify.com/v1/audio-analysis/2qwplOI7upNGwg2mLVrraw",195013,4,"KR"
"241",0.801,0.686,5,-4.252,0,0.0414,0.133,0,0.0882,0.885,120.007,"audio_features","4LkXtklCusSbi6UxYWgH8B","spotify:track:4LkXtklCusSbi6UxYWgH8B","https://api.spotify.com/v1/tracks/4LkXtklCusSbi6UxYWgH8B","https://api.spotify.com/v1/audio-analysis/4LkXtklCusSbi6UxYWgH8B",170800,4,"KR"
"242",0.641,0.799,9,-5.661,1,0.0479,0.26,0,0.192,0.805,160.008,"audio_features","6cvbvXaRbQcuv54SjYXP86","spotify:track:6cvbvXaRbQcuv54SjYXP86","https://api.spotify.com/v1/tracks/6cvbvXaRbQcuv54SjYXP86","https://api.spotify.com/v1/audio-analysis/6cvbvXaRbQcuv54SjYXP86",200373,4,"KR"
"243",0.686,0.687,2,-7.794,1,0.0555,0.00799,7.33e-05,0.0781,0.88,90.084,"audio_features","5zhMMVw097YOSvT0oDGgDV","spotify:track:5zhMMVw097YOSvT0oDGgDV","https://api.spotify.com/v1/tracks/5zhMMVw097YOSvT0oDGgDV","https://api.spotify.com/v1/audio-analysis/5zhMMVw097YOSvT0oDGgDV",114380,4,"KR"
"244",0.531,0.902,5,-2.886,1,0.111,0.46,6.36e-05,0.124,0.366,94.009,"audio_features","314oBdIvnoTPDwSP4zOP8p","spotify:track:314oBdIvnoTPDwSP4zOP8p","https://api.spotify.com/v1/tracks/314oBdIvnoTPDwSP4zOP8p","https://api.spotify.com/v1/audio-analysis/314oBdIvnoTPDwSP4zOP8p",219587,4,"KR"
"245",0.486,0.482,8,-5.608,1,0.0249,0.701,0,0.351,0.229,83.922,"audio_features","3Gh9maavHOFRoRkzVw0a6Q","spotify:track:3Gh9maavHOFRoRkzVw0a6Q","https://api.spotify.com/v1/tracks/3Gh9maavHOFRoRkzVw0a6Q","https://api.spotify.com/v1/audio-analysis/3Gh9maavHOFRoRkzVw0a6Q",205213,4,"KR"
"246",0.552,0.696,1,-5.656,1,0.0525,0.212,0.00809,0.172,0.452,124.927,"audio_features","21bty2KT6tMsceRDsuORBy","spotify:track:21bty2KT6tMsceRDsuORBy","https://api.spotify.com/v1/tracks/21bty2KT6tMsceRDsuORBy","https://api.spotify.com/v1/audio-analysis/21bty2KT6tMsceRDsuORBy",149013,4,"KR"
"247",0.626,0.73,11,-6.989,1,0.0484,0.0867,0.0927,0.11,0.462,144.969,"audio_features","4rwMtWf0ZanBaavUKROaXe","spotify:track:4rwMtWf0ZanBaavUKROaXe","https://api.spotify.com/v1/tracks/4rwMtWf0ZanBaavUKROaXe","https://api.spotify.com/v1/audio-analysis/4rwMtWf0ZanBaavUKROaXe",99040,4,"KR"
"248",0.903,0.487,2,-5.885,0,0.469,0.493,0,0.385,0.485,114.891,"audio_features","766oOBLBihuZjYuL27CUQM","spotify:track:766oOBLBihuZjYuL27CUQM","https://api.spotify.com/v1/tracks/766oOBLBihuZjYuL27CUQM","https://api.spotify.com/v1/audio-analysis/766oOBLBihuZjYuL27CUQM",222156,4,"KR"
"249",0.741,0.855,5,-3.499,1,0.0923,0.353,0,0.12,0.929,159.94,"audio_features","6VYY26Wws3jIS1DdqeOsXZ","spotify:track:6VYY26Wws3jIS1DdqeOsXZ","https://api.spotify.com/v1/tracks/6VYY26Wws3jIS1DdqeOsXZ","https://api.spotify.com/v1/audio-analysis/6VYY26Wws3jIS1DdqeOsXZ",169133,4,"KR"
"250",0.755,0.591,9,-6.655,1,0.0454,0.535,0,0.0862,0.873,103.996,"audio_features","2TfsNTyC4uuamXBZJnU0ga","spotify:track:2TfsNTyC4uuamXBZJnU0ga","https://api.spotify.com/v1/tracks/2TfsNTyC4uuamXBZJnU0ga","https://api.spotify.com/v1/audio-analysis/2TfsNTyC4uuamXBZJnU0ga",196373,4,"KR"
"251",0.682,0.83,6,-4.39,0,0.0641,0.135,0,0.126,0.657,97.027,"audio_features","2Wqnhu5dRQDAQi8Ej6HnVQ","spotify:track:2Wqnhu5dRQDAQi8Ej6HnVQ","https://api.spotify.com/v1/tracks/2Wqnhu5dRQDAQi8Ej6HnVQ","https://api.spotify.com/v1/audio-analysis/2Wqnhu5dRQDAQi8Ej6HnVQ",188107,4,"KR"
"252",0.871,0.63,0,-3.831,1,0.101,0.128,0,0.112,0.577,114.98,"audio_features","2QWQbZq001S7e9Pxu5rbS7","spotify:track:2QWQbZq001S7e9Pxu5rbS7","https://api.spotify.com/v1/tracks/2QWQbZq001S7e9Pxu5rbS7","https://api.spotify.com/v1/audio-analysis/2QWQbZq001S7e9Pxu5rbS7",220490,4,"KR"
"253",0.812,0.54,5,-8.02,0,0.0742,0.499,0.000158,0.111,0.479,133.895,"audio_features","68W9Rt5yAcalwteykLJ82a","spotify:track:68W9Rt5yAcalwteykLJ82a","https://api.spotify.com/v1/tracks/68W9Rt5yAcalwteykLJ82a","https://api.spotify.com/v1/audio-analysis/68W9Rt5yAcalwteykLJ82a",231613,4,"KR"
"254",0.681,0.601,10,-6.113,0,0.167,0.213,0,0.349,0.849,80.109,"audio_features","6CgtxMNf4JQpgUuDT62CJQ","spotify:track:6CgtxMNf4JQpgUuDT62CJQ","https://api.spotify.com/v1/tracks/6CgtxMNf4JQpgUuDT62CJQ","https://api.spotify.com/v1/audio-analysis/6CgtxMNf4JQpgUuDT62CJQ",231973,4,"KR"
"255",0.85,0.775,0,-5.303,1,0.237,0.204,0,0.293,0.746,152.02,"audio_features","0vZi38VepxZWh0ACqYaXio","spotify:track:0vZi38VepxZWh0ACqYaXio","https://api.spotify.com/v1/tracks/0vZi38VepxZWh0ACqYaXio","https://api.spotify.com/v1/audio-analysis/0vZi38VepxZWh0ACqYaXio",245786,4,"KR"
"256",0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,"audio_features","1iIhGHzzrzqQfuNkFI2qAn","spotify:track:1iIhGHzzrzqQfuNkFI2qAn","https://api.spotify.com/v1/tracks/1iIhGHzzrzqQfuNkFI2qAn","https://api.spotify.com/v1/audio-analysis/1iIhGHzzrzqQfuNkFI2qAn",227227,4,"KR"
"257",0.828,0.61,1,-4.23,1,0.0528,0.00544,0,0.158,0.311,126.011,"audio_features","1R6qeTvAvaxB7hydIYVIY8","spotify:track:1R6qeTvAvaxB7hydIYVIY8","https://api.spotify.com/v1/tracks/1R6qeTvAvaxB7hydIYVIY8","https://api.spotify.com/v1/audio-analysis/1R6qeTvAvaxB7hydIYVIY8",248203,4,"KR"
"258",0.855,0.58,5,-6.951,1,0.141,0.234,0,0.0965,0.518,96.998,"audio_features","1pz24zu5H9A0S1a2NKT4F0","spotify:track:1pz24zu5H9A0S1a2NKT4F0","https://api.spotify.com/v1/tracks/1pz24zu5H9A0S1a2NKT4F0","https://api.spotify.com/v1/audio-analysis/1pz24zu5H9A0S1a2NKT4F0",219391,4,"KR"
"259",0.469,0.819,3,-3.469,0,0.306,0.0592,0,0.178,0.334,89.013,"audio_features","0hRVm06wtH5HsmPetg1W9t","spotify:track:0hRVm06wtH5HsmPetg1W9t","https://api.spotify.com/v1/tracks/0hRVm06wtH5HsmPetg1W9t","https://api.spotify.com/v1/audio-analysis/0hRVm06wtH5HsmPetg1W9t",207027,4,"KR"
"260",0.576,0.56,4,-7.475,1,0.109,0.482,0,0.121,0.355,79.814,"audio_features","7hg44Uac2HOBJCLWsHXMQp","spotify:track:7hg44Uac2HOBJCLWsHXMQp","https://api.spotify.com/v1/tracks/7hg44Uac2HOBJCLWsHXMQp","https://api.spotify.com/v1/audio-analysis/7hg44Uac2HOBJCLWsHXMQp",218813,4,"KR"
"261",0.792,0.743,1,-3.817,1,0.0801,0.026,0,0.0631,0.835,136.993,"audio_features","0t3Jr6FABrKYLxGgdbco3f","spotify:track:0t3Jr6FABrKYLxGgdbco3f","https://api.spotify.com/v1/tracks/0t3Jr6FABrKYLxGgdbco3f","https://api.spotify.com/v1/audio-analysis/0t3Jr6FABrKYLxGgdbco3f",184627,4,"KR"
"262",0.768,0.618,9,-6.928,0,0.0529,0.317,0,0.299,0.7,96.975,"audio_features","75ai0ibymmqyCyaxwZuhnu","spotify:track:75ai0ibymmqyCyaxwZuhnu","https://api.spotify.com/v1/tracks/75ai0ibymmqyCyaxwZuhnu","https://api.spotify.com/v1/audio-analysis/75ai0ibymmqyCyaxwZuhnu",213252,4,"KR"
"263",0.746,0.441,11,-10.032,1,0.454,0.556,0,0.117,0.368,76.933,"audio_features","7cwu0oTrhXX6JG1kcIZo0M","spotify:track:7cwu0oTrhXX6JG1kcIZo0M","https://api.spotify.com/v1/tracks/7cwu0oTrhXX6JG1kcIZo0M","https://api.spotify.com/v1/audio-analysis/7cwu0oTrhXX6JG1kcIZo0M",164980,4,"KR"
"264",0.721,0.662,8,-5.013,1,0.0442,0.187,0,0.276,0.253,89.964,"audio_features","58DqPqnPOrXEIU7Lj0s5PW","spotify:track:58DqPqnPOrXEIU7Lj0s5PW","https://api.spotify.com/v1/tracks/58DqPqnPOrXEIU7Lj0s5PW","https://api.spotify.com/v1/audio-analysis/58DqPqnPOrXEIU7Lj0s5PW",237520,4,"KR"
"265",0.736,0.806,7,-2.709,1,0.328,0.0298,0,0.0847,0.763,120.04,"audio_features","0mbegn9oAhJyfL0xEq3r9a","spotify:track:0mbegn9oAhJyfL0xEq3r9a","https://api.spotify.com/v1/tracks/0mbegn9oAhJyfL0xEq3r9a","https://api.spotify.com/v1/audio-analysis/0mbegn9oAhJyfL0xEq3r9a",183996,5,"KR"
"266",0.728,0.642,8,-4.989,1,0.0727,0.316,0,0.0834,0.755,185.795,"audio_features","4g6XOg9rvB55GCTJcYchOG","spotify:track:4g6XOg9rvB55GCTJcYchOG","https://api.spotify.com/v1/tracks/4g6XOg9rvB55GCTJcYchOG","https://api.spotify.com/v1/audio-analysis/4g6XOg9rvB55GCTJcYchOG",197097,4,"KR"
"267",0.792,0.616,11,-7.947,1,0.324,0.0516,0,0.0678,0.455,142.989,"audio_features","7GqAKBYPHaiLleRPu8z2op","spotify:track:7GqAKBYPHaiLleRPu8z2op","https://api.spotify.com/v1/tracks/7GqAKBYPHaiLleRPu8z2op","https://api.spotify.com/v1/audio-analysis/7GqAKBYPHaiLleRPu8z2op",245874,4,"KR"
"268",0.767,0.556,2,-6.212,1,0.0381,0.206,2.42e-06,0.0739,0.235,97.997,"audio_features","5SoN5GIDUG1aNQTuNqsVDu","spotify:track:5SoN5GIDUG1aNQTuNqsVDu","https://api.spotify.com/v1/tracks/5SoN5GIDUG1aNQTuNqsVDu","https://api.spotify.com/v1/audio-analysis/5SoN5GIDUG1aNQTuNqsVDu",237092,4,"KR"
"269",0.534,0.727,8,-4.42,0,0.327,0.00313,0,0.0988,0.145,202.133,"audio_features","4kTZPPL28sYltXKMJramko","spotify:track:4kTZPPL28sYltXKMJramko","https://api.spotify.com/v1/tracks/4kTZPPL28sYltXKMJramko","https://api.spotify.com/v1/audio-analysis/4kTZPPL28sYltXKMJramko",193326,4,"KR"
"270",0.417,0.447,2,-8.371,0,0.0317,0.813,0.000818,0.244,0.229,133.774,"audio_features","6gnkpiuVtm2b5hzUNnXtQd","spotify:track:6gnkpiuVtm2b5hzUNnXtQd","https://api.spotify.com/v1/tracks/6gnkpiuVtm2b5hzUNnXtQd","https://api.spotify.com/v1/audio-analysis/6gnkpiuVtm2b5hzUNnXtQd",203731,4,"KR"
"271",0.737,0.668,9,-5.675,1,0.0423,0.039,0,0.08,0.344,87.938,"audio_features","3fZWliK6TSGwx2feMCnu2Z","spotify:track:3fZWliK6TSGwx2feMCnu2Z","https://api.spotify.com/v1/tracks/3fZWliK6TSGwx2feMCnu2Z","https://api.spotify.com/v1/audio-analysis/3fZWliK6TSGwx2feMCnu2Z",220291,4,"KR"
"272",0.834,0.747,5,-7.548,1,0.0607,0.123,0,0.112,0.22,128.994,"audio_features","4Sj58SxB3Egh71Mzrm01aZ","spotify:track:4Sj58SxB3Egh71Mzrm01aZ","https://api.spotify.com/v1/tracks/4Sj58SxB3Egh71Mzrm01aZ","https://api.spotify.com/v1/audio-analysis/4Sj58SxB3Egh71Mzrm01aZ",232308,4,"KR"
"273",0.914,0.858,11,-5.287,1,0.0463,0.00626,0,0.128,0.842,128.017,"audio_features","2RwFM3urdm9MhkZek5G8aH","spotify:track:2RwFM3urdm9MhkZek5G8aH","https://api.spotify.com/v1/tracks/2RwFM3urdm9MhkZek5G8aH","https://api.spotify.com/v1/audio-analysis/2RwFM3urdm9MhkZek5G8aH",136733,4,"KR"
"274",0.721,0.654,1,-6.075,0,0.208,0.0339,0,0.201,0.549,144.046,"audio_features","3w9HSuLDejveVS9G8Qj8i0","spotify:track:3w9HSuLDejveVS9G8Qj8i0","https://api.spotify.com/v1/tracks/3w9HSuLDejveVS9G8Qj8i0","https://api.spotify.com/v1/audio-analysis/3w9HSuLDejveVS9G8Qj8i0",240718,4,"KR"
"275",0.694,0.592,7,-6.406,1,0.0367,0.742,0,0.124,0.305,95.047,"audio_features","7n5eQJYX7e6H5gkzgyEfQG","spotify:track:7n5eQJYX7e6H5gkzgyEfQG","https://api.spotify.com/v1/tracks/7n5eQJYX7e6H5gkzgyEfQG","https://api.spotify.com/v1/audio-analysis/7n5eQJYX7e6H5gkzgyEfQG",248144,4,"KR"
"276",0.796,0.597,2,-7.969,1,0.155,0.371,1.26e-05,0.173,0.177,98.944,"audio_features","4nF3APHarLJHV3igGVgTUJ","spotify:track:4nF3APHarLJHV3igGVgTUJ","https://api.spotify.com/v1/tracks/4nF3APHarLJHV3igGVgTUJ","https://api.spotify.com/v1/audio-analysis/4nF3APHarLJHV3igGVgTUJ",217773,4,"KR"
"277",0.786,0.606,9,-6.354,0,0.16,0.224,0,0.0822,0.466,130.084,"audio_features","0OWBz5FCeATA2zhHgAk7Uh","spotify:track:0OWBz5FCeATA2zhHgAk7Uh","https://api.spotify.com/v1/tracks/0OWBz5FCeATA2zhHgAk7Uh","https://api.spotify.com/v1/audio-analysis/0OWBz5FCeATA2zhHgAk7Uh",230067,4,"KR"
"278",0.565,0.585,6,-5.404,1,0.061,0.624,0,0.125,0.571,87.093,"audio_features","2qrDQX9IvOhetvjUcwPtmb","spotify:track:2qrDQX9IvOhetvjUcwPtmb","https://api.spotify.com/v1/tracks/2qrDQX9IvOhetvjUcwPtmb","https://api.spotify.com/v1/audio-analysis/2qrDQX9IvOhetvjUcwPtmb",245413,4,"KR"
"279",0.581,0.825,4,-5.269,1,0.121,0.321,0,0.174,0.858,173.842,"audio_features","6A4iYPzPVM4OSjIMgxMYnY","spotify:track:6A4iYPzPVM4OSjIMgxMYnY","https://api.spotify.com/v1/tracks/6A4iYPzPVM4OSjIMgxMYnY","https://api.spotify.com/v1/audio-analysis/6A4iYPzPVM4OSjIMgxMYnY",252987,4,"KR"
"280",0.86,0.536,0,-5.531,1,0.0643,0.074,0,0.175,0.444,119.941,"audio_features","6YuJzx4yiTMhia4aM1M9kU","spotify:track:6YuJzx4yiTMhia4aM1M9kU","https://api.spotify.com/v1/tracks/6YuJzx4yiTMhia4aM1M9kU","https://api.spotify.com/v1/audio-analysis/6YuJzx4yiTMhia4aM1M9kU",220960,4,"KR"
"281",0.635,0.553,6,-7.757,0,0.0795,0.292,0,0.0799,0.786,75.127,"audio_features","5ZO2kMfYHuKXoAShKuXjZn","spotify:track:5ZO2kMfYHuKXoAShKuXjZn","https://api.spotify.com/v1/tracks/5ZO2kMfYHuKXoAShKuXjZn","https://api.spotify.com/v1/audio-analysis/5ZO2kMfYHuKXoAShKuXjZn",214640,4,"KR"
"282",0.744,0.71,6,-5.939,1,0.0279,0.393,0,0.488,0.346,113.003,"audio_features","1VnjByC7TUx5A73A4qtgoo","spotify:track:1VnjByC7TUx5A73A4qtgoo","https://api.spotify.com/v1/tracks/1VnjByC7TUx5A73A4qtgoo","https://api.spotify.com/v1/audio-analysis/1VnjByC7TUx5A73A4qtgoo",301720,4,"KR"
"283",0.709,0.616,9,-9.769,1,0.213,0.729,0.000242,0.087,0.628,87.031,"audio_features","1KTkQFju4e9JnuYuXWRNnM","spotify:track:1KTkQFju4e9JnuYuXWRNnM","https://api.spotify.com/v1/tracks/1KTkQFju4e9JnuYuXWRNnM","https://api.spotify.com/v1/audio-analysis/1KTkQFju4e9JnuYuXWRNnM",208747,4,"KR"
"284",0.687,0.576,0,-6.378,1,0.106,0.283,0,0.141,0.322,144.021,"audio_features","2UMmoa8MP15tHnTFpO6A1E","spotify:track:2UMmoa8MP15tHnTFpO6A1E","https://api.spotify.com/v1/tracks/2UMmoa8MP15tHnTFpO6A1E","https://api.spotify.com/v1/audio-analysis/2UMmoa8MP15tHnTFpO6A1E",213408,4,"KR"
"285",0.883,0.637,8,-6.982,1,0.065,0.112,3.11e-06,0.106,0.575,118.999,"audio_features","0NCStxRS9GPHaioX0RKJJs","spotify:track:0NCStxRS9GPHaioX0RKJJs","https://api.spotify.com/v1/tracks/0NCStxRS9GPHaioX0RKJJs","https://api.spotify.com/v1/audio-analysis/0NCStxRS9GPHaioX0RKJJs",151261,4,"KR"
"286",0.628,0.812,4,-2.669,1,0.0477,0.0689,0,0.34,0.683,147.872,"audio_features","3oiMjDZ1bShIpFfOQf55IW","spotify:track:3oiMjDZ1bShIpFfOQf55IW","https://api.spotify.com/v1/tracks/3oiMjDZ1bShIpFfOQf55IW","https://api.spotify.com/v1/audio-analysis/3oiMjDZ1bShIpFfOQf55IW",173440,4,"KR"
"287",0.718,0.695,7,-4.231,1,0.0378,0.217,0,0.396,0.837,132.166,"audio_features","5g2Ik0WJG9rqu97nCLcQhV","spotify:track:5g2Ik0WJG9rqu97nCLcQhV","https://api.spotify.com/v1/tracks/5g2Ik0WJG9rqu97nCLcQhV","https://api.spotify.com/v1/audio-analysis/5g2Ik0WJG9rqu97nCLcQhV",220682,4,"KR"
"288",0.86,0.524,9,-5.164,1,0.0399,0.564,1.82e-06,0.192,0.639,105.028,"audio_features","7gXMkqirKU23zgdlSAb00a","spotify:track:7gXMkqirKU23zgdlSAb00a","https://api.spotify.com/v1/tracks/7gXMkqirKU23zgdlSAb00a","https://api.spotify.com/v1/audio-analysis/7gXMkqirKU23zgdlSAb00a",156877,4,"KR"
"289",0.764,0.825,7,-3.332,1,0.0724,0.088,0,0.115,0.861,119.897,"audio_features","36kGkexLBfRK1hqdJ6qmaE","spotify:track:36kGkexLBfRK1hqdJ6qmaE","https://api.spotify.com/v1/tracks/36kGkexLBfRK1hqdJ6qmaE","https://api.spotify.com/v1/audio-analysis/36kGkexLBfRK1hqdJ6qmaE",327625,4,"KR"
"290",0.693,0.828,0,-3.249,1,0.0398,0.286,0,0.211,0.765,137.909,"audio_features","4t3Vgfjl9Sb6ZR5q5kGOUL","spotify:track:4t3Vgfjl9Sb6ZR5q5kGOUL","https://api.spotify.com/v1/tracks/4t3Vgfjl9Sb6ZR5q5kGOUL","https://api.spotify.com/v1/audio-analysis/4t3Vgfjl9Sb6ZR5q5kGOUL",227826,4,"KR"
"291",0.661,0.861,10,-1.836,1,0.059,0.3,0,0.105,0.703,148.035,"audio_features","3sMyDgDEGNCAOIvlEs6PR7","spotify:track:3sMyDgDEGNCAOIvlEs6PR7","https://api.spotify.com/v1/tracks/3sMyDgDEGNCAOIvlEs6PR7","https://api.spotify.com/v1/audio-analysis/3sMyDgDEGNCAOIvlEs6PR7",248514,4,"KR"
"292",0.947,0.728,0,-2.647,0,0.293,0.377,0,0.0897,0.466,123.872,"audio_features","21ezyolbj1IdlQunYV1alA","spotify:track:21ezyolbj1IdlQunYV1alA","https://api.spotify.com/v1/tracks/21ezyolbj1IdlQunYV1alA","https://api.spotify.com/v1/audio-analysis/21ezyolbj1IdlQunYV1alA",156789,4,"KR"
"293",0.781,0.669,6,-4.23,0,0.0499,0.213,0,0.0828,0.847,92.963,"audio_features","5of3YtjEvlZdehqSyoutLA","spotify:track:5of3YtjEvlZdehqSyoutLA","https://api.spotify.com/v1/tracks/5of3YtjEvlZdehqSyoutLA","https://api.spotify.com/v1/audio-analysis/5of3YtjEvlZdehqSyoutLA",159032,4,"KR"
"294",0.609,0.645,0,-6.619,1,0.119,0.595,0,0.361,0.866,172.269,"audio_features","0cq9psWsFf2UKiYhbrbKwW","spotify:track:0cq9psWsFf2UKiYhbrbKwW","https://api.spotify.com/v1/tracks/0cq9psWsFf2UKiYhbrbKwW","https://api.spotify.com/v1/audio-analysis/0cq9psWsFf2UKiYhbrbKwW",227786,4,"KR"
"295",0.855,0.482,7,-6.673,1,0.0332,0.0277,0,0.116,0.654,109.995,"audio_features","4Z2mXXSzuCDEHZtFGmy0X5","spotify:track:4Z2mXXSzuCDEHZtFGmy0X5","https://api.spotify.com/v1/tracks/4Z2mXXSzuCDEHZtFGmy0X5","https://api.spotify.com/v1/audio-analysis/4Z2mXXSzuCDEHZtFGmy0X5",185893,4,"KR"
"296",0.702,0.587,8,-5.816,1,0.122,0.273,0,0.0631,0.773,140.005,"audio_features","1ihIXI2MVklmJdPvIUxExZ","spotify:track:1ihIXI2MVklmJdPvIUxExZ","https://api.spotify.com/v1/tracks/1ihIXI2MVklmJdPvIUxExZ","https://api.spotify.com/v1/audio-analysis/1ihIXI2MVklmJdPvIUxExZ",216114,4,"KR"
"297",0.621,0.235,11,-9.378,0,0.0512,0.735,0,0.248,0.757,160.015,"audio_features","62AE0Zae7OrkJ1NzA3BW0V","spotify:track:62AE0Zae7OrkJ1NzA3BW0V","https://api.spotify.com/v1/tracks/62AE0Zae7OrkJ1NzA3BW0V","https://api.spotify.com/v1/audio-analysis/62AE0Zae7OrkJ1NzA3BW0V",206613,4,"KR"
"298",0.907,0.636,2,-3.685,1,0.156,0.0569,0,0.089,0.726,144.055,"audio_features","3PLw4ECg4cedpV6NXxIkPE","spotify:track:3PLw4ECg4cedpV6NXxIkPE","https://api.spotify.com/v1/tracks/3PLw4ECg4cedpV6NXxIkPE","https://api.spotify.com/v1/audio-analysis/3PLw4ECg4cedpV6NXxIkPE",200973,4,"KR"
"299",0.808,0.791,10,-4.534,0,0.269,0.046,0,0.0511,0.514,145.984,"audio_features","1F3QFP6UXUPUbgo1stlc0x","spotify:track:1F3QFP6UXUPUbgo1stlc0x","https://api.spotify.com/v1/tracks/1F3QFP6UXUPUbgo1stlc0x","https://api.spotify.com/v1/audio-analysis/1F3QFP6UXUPUbgo1stlc0x",200901,4,"KR"
"300",0.753,0.771,6,-5.376,0,0.234,0.166,0,0.113,0.643,160.038,"audio_features","7kvmOl9he8v0649CG1KjLL","spotify:track:7kvmOl9he8v0649CG1KjLL","https://api.spotify.com/v1/tracks/7kvmOl9he8v0649CG1KjLL","https://api.spotify.com/v1/audio-analysis/7kvmOl9he8v0649CG1KjLL",280320,4,"KR"
"301",0.84,0.761,5,-5.155,0,0.0871,0.345,0,0.122,0.619,129.956,"audio_features","6e2LjOQ7SyZuYIOGeZlIkh","spotify:track:6e2LjOQ7SyZuYIOGeZlIkh","https://api.spotify.com/v1/tracks/6e2LjOQ7SyZuYIOGeZlIkh","https://api.spotify.com/v1/audio-analysis/6e2LjOQ7SyZuYIOGeZlIkh",192000,4,"KR"
"302",0.715,0.509,5,-6,0,0.23,0.566,0,0.141,0.652,88.75,"audio_features","0JQgYzXuL2wCTAv6z4mESW","spotify:track:0JQgYzXuL2wCTAv6z4mESW","https://api.spotify.com/v1/tracks/0JQgYzXuL2wCTAv6z4mESW","https://api.spotify.com/v1/audio-analysis/0JQgYzXuL2wCTAv6z4mESW",240800,4,"KR"
"303",0.894,0.508,6,-5.4,1,0.224,0.0538,9.45e-06,0.0745,0.24,90.002,"audio_features","1VrpAZL277l0gnTBhSd3TH","spotify:track:1VrpAZL277l0gnTBhSd3TH","https://api.spotify.com/v1/tracks/1VrpAZL277l0gnTBhSd3TH","https://api.spotify.com/v1/audio-analysis/1VrpAZL277l0gnTBhSd3TH",202603,4,"KR"
"304",0.68,0.528,5,-6.444,1,0.0928,0.529,0,0.184,0.274,134.014,"audio_features","6MPAgclYe1F9LSYXxOuoBC","spotify:track:6MPAgclYe1F9LSYXxOuoBC","https://api.spotify.com/v1/tracks/6MPAgclYe1F9LSYXxOuoBC","https://api.spotify.com/v1/audio-analysis/6MPAgclYe1F9LSYXxOuoBC",242999,4,"KR"
"305",0.771,0.592,3,-5.13,0,0.0339,0.654,0,0.12,0.704,121.032,"audio_features","26uYvBwpeHoVsuUmtJKajm","spotify:track:26uYvBwpeHoVsuUmtJKajm","https://api.spotify.com/v1/tracks/26uYvBwpeHoVsuUmtJKajm","https://api.spotify.com/v1/audio-analysis/26uYvBwpeHoVsuUmtJKajm",198016,4,"KR"
"306",0.871,0.786,7,-2.28,1,0.0846,0.177,0,0.0548,0.948,146.938,"audio_features","3tKtU9UOlNChXisFihGQ2G","spotify:track:3tKtU9UOlNChXisFihGQ2G","https://api.spotify.com/v1/tracks/3tKtU9UOlNChXisFihGQ2G","https://api.spotify.com/v1/audio-analysis/3tKtU9UOlNChXisFihGQ2G",226198,4,"KR"
