"","href","id","name","type","uri","external_urls.spotify","followers.href","genre","Metric","Value"
"72","https://api.spotify.com/v1/artists/5snNHNlYT2UrtZo5HCJkiw","5snNHNlYT2UrtZo5HCJkiw","Epik High","artist","spotify:artist:5snNHNlYT2UrtZo5HCJkiw","https://open.spotify.com/artist/5snNHNlYT2UrtZo5HCJkiw",NA,"K-rap","Followers (in Thousands)",620.311
"73","https://api.spotify.com/v1/artists/5NUVwRESNqYBUTRbiATjy7","5NUVwRESNqYBUTRbiATjy7","BE'O","artist","spotify:artist:5NUVwRESNqYBUTRbiATjy7","https://open.spotify.com/artist/5NUVwRESNqYBUTRbiATjy7",NA,"K-rap","Popularity",63
"74","https://api.spotify.com/v1/artists/5NUVwRESNqYBUTRbiATjy7","5NUVwRESNqYBUTRbiATjy7","BE'O","artist","spotify:artist:5NUVwRESNqYBUTRbiATjy7","https://open.spotify.com/artist/5NUVwRESNqYBUTRbiATjy7",NA,"K-rap","Followers (in Thousands)",107.734
"75","https://api.spotify.com/v1/artists/5DIi2JWfQPTKffaVBlIYRn","5DIi2JWfQPTKffaVBlIYRn","Sik-K","artist","spotify:artist:5DIi2JWfQPTKffaVBlIYRn","https://open.spotify.com/artist/5DIi2JWfQPTKffaVBlIYRn",NA,"K-rap","Popularity",62
"76","https://api.spotify.com/v1/artists/5DIi2JWfQPTKffaVBlIYRn","5DIi2JWfQPTKffaVBlIYRn","Sik-K","artist","spotify:artist:5DIi2JWfQPTKffaVBlIYRn","https://open.spotify.com/artist/5DIi2JWfQPTKffaVBlIYRn",NA,"K-rap","Followers (in Thousands)",396.902
"77","https://api.spotify.com/v1/artists/2MtHuR0W2idZdF7x4wddqq","2MtHuR0W2idZdF7x4wddqq","GIRIBOY","artist","spotify:artist:2MtHuR0W2idZdF7x4wddqq","https://open.spotify.com/artist/2MtHuR0W2idZdF7x4wddqq",NA,"K-rap","Popularity",61
"78","https://api.spotify.com/v1/artists/2MtHuR0W2idZdF7x4wddqq","2MtHuR0W2idZdF7x4wddqq","GIRIBOY","artist","spotify:artist:2MtHuR0W2idZdF7x4wddqq","https://open.spotify.com/artist/2MtHuR0W2idZdF7x4wddqq",NA,"K-rap","Followers (in Thousands)",290.448
"79","https://api.spotify.com/v1/artists/3ytV7vc4ZuwGgwaOuWvkk8","3ytV7vc4ZuwGgwaOuWvkk8","MINO","artist","spotify:artist:3ytV7vc4ZuwGgwaOuWvkk8","https://open.spotify.com/artist/3ytV7vc4ZuwGgwaOuWvkk8",NA,"K-rap","Popularity",61
"80","https://api.spotify.com/v1/artists/3ytV7vc4ZuwGgwaOuWvkk8","3ytV7vc4ZuwGgwaOuWvkk8","MINO","artist","spotify:artist:3ytV7vc4ZuwGgwaOuWvkk8","https://open.spotify.com/artist/3ytV7vc4ZuwGgwaOuWvkk8",NA,"K-rap","Followers (in Thousands)",967.861
"81","https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby","5HenzRvMtSrgtvU16XAoby","Zion.T","artist","spotify:artist:5HenzRvMtSrgtvU16XAoby","https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby",NA,"K-rap","Popularity",61
"82","https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby","5HenzRvMtSrgtvU16XAoby","Zion.T","artist","spotify:artist:5HenzRvMtSrgtvU16XAoby","https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby",NA,"K-rap","Followers (in Thousands)",539.79
"83","https://api.spotify.com/v1/artists/3kPEBSt7qgVoRZSbIXMr7W","3kPEBSt7qgVoRZSbIXMr7W","GRAY","artist","spotify:artist:3kPEBSt7qgVoRZSbIXMr7W","https://open.spotify.com/artist/3kPEBSt7qgVoRZSbIXMr7W",NA,"K-rap","Popularity",61
"84","https://api.spotify.com/v1/artists/3kPEBSt7qgVoRZSbIXMr7W","3kPEBSt7qgVoRZSbIXMr7W","GRAY","artist","spotify:artist:3kPEBSt7qgVoRZSbIXMr7W","https://open.spotify.com/artist/3kPEBSt7qgVoRZSbIXMr7W",NA,"K-rap","Followers (in Thousands)",228.451
"85","https://api.spotify.com/v1/artists/7IrDIIq3j04exsiF3Z7CPg","7IrDIIq3j04exsiF3Z7CPg","Beenzino","artist","spotify:artist:7IrDIIq3j04exsiF3Z7CPg","https://open.spotify.com/artist/7IrDIIq3j04exsiF3Z7CPg",NA,"K-rap","Popularity",61
"86","https://api.spotify.com/v1/artists/7IrDIIq3j04exsiF3Z7CPg","7IrDIIq3j04exsiF3Z7CPg","Beenzino","artist","spotify:artist:7IrDIIq3j04exsiF3Z7CPg","https://open.spotify.com/artist/7IrDIIq3j04exsiF3Z7CPg",NA,"K-rap","Followers (in Thousands)",191.379
"87","https://api.spotify.com/v1/artists/7IEhlwWQA7pCkEvzwwHehE","7IEhlwWQA7pCkEvzwwHehE","ASH ISLAND","artist","spotify:artist:7IEhlwWQA7pCkEvzwwHehE","https://open.spotify.com/artist/7IEhlwWQA7pCkEvzwwHehE",NA,"K-rap","Popularity",60
