"","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","genre","based","country","local","localprop"
"143","Drake",98,"artist","spotify:artist:3TVXtAsR1Inumwj472S9r4","https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4",NA,63015703,"rap","Canada","US",FALSE,0.95
"144","Kanye West",96,"artist","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x",NA,17121695,"rap","US","US",TRUE,0.95
"145","Juice WRLD",95,"artist","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz",NA,23713205,"rap","US","US",TRUE,0.95
"146","Future",93,"artist","spotify:artist:1RyvyyTE3xzB2ZywiAwp0i","https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i",NA,11430499,"rap","US","US",TRUE,0.95
"147","Lil Uzi Vert",90,"artist","spotify:artist:4O15NlyKLIASxsJ0PrXPfz","https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz",NA,13239297,"rap","US","US",TRUE,0.95
"148","Lil Baby",93,"artist","spotify:artist:5f7VJjfbwm532GiveGC0ZK","https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK",NA,10324012,"rap","US","US",TRUE,0.95
"149","Lil Wayne",91,"artist","spotify:artist:55Aa2cqylxrFIXC767Z865","https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865",NA,11981344,"rap","US","US",TRUE,0.95
"150","Gunna",91,"artist","spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ","https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ",NA,4233217,"rap","US","US",TRUE,0.95
"151","Lil Durk",90,"artist","spotify:artist:3hcs9uc56yIGFCSy9leWe7","https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7",NA,3970091,"rap","US","US",TRUE,0.95
"152","Kendrick Lamar",91,"artist","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg",NA,19870455,"rap","US","US",TRUE,0.95
"153","Tyler, The Creator",90,"artist","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF",NA,8632307,"rap","US","US",TRUE,0.95
"154","Post Malone",91,"artist","spotify:artist:246dkjvS1zLTtiykXe5h60","https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60",NA,36719803,"rap","US","US",TRUE,0.95
"155","YoungBoy Never Broke Again",89,"artist","spotify:artist:7wlFDEWiM5OoIAt8RSli8b","https://open.spotify.com/artist/7wlFDEWiM5OoIAt8RSli8b",NA,8730937,"rap","US","US",TRUE,0.95
"156","Young Thug",90,"artist","spotify:artist:50co4Is1HCEo8bhOyUWKpn","https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn",NA,7168677,"rap","US","US",TRUE,0.95
"157","Polo G",90,"artist","spotify:artist:6AgTAQt8XS6jRWi4sX7w49","https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49",NA,7370613,"rap","US","US",TRUE,0.95
"158","Eminem",95,"artist","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR",NA,55104252,"rap","US","US",TRUE,0.95
"159","Travis Scott",92,"artist","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY",NA,20430195,"rap","US","US",TRUE,0.95
"160","Mac Miller",88,"artist","spotify:artist:4LLpKhyESsyAXpc4laK94U","https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U",NA,7440031,"rap","US","US",TRUE,0.95
"161","J. Cole",91,"artist","spotify:artist:6l3HvQ5sa6mXTsMTB19rO5","https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5",NA,16617760,"rap","US","US",TRUE,0.95
"162","Trippie Redd",88,"artist","spotify:artist:6Xgp2XMz1fhVYe7i6yNAax","https://open.spotify.com/artist/6Xgp2XMz1fhVYe7i6yNAax",NA,7529108,"rap","US","US",TRUE,0.95
