"","id","disc_number","duration_ms.x","explicit","href","is_local","is_playable","name","popularity","preview_url","track_number","type.x","uri.x","album.album_type","album.href","album.id","album.name","album.release_date","album.release_date_precision","album.total_tracks","album.type","album.uri","album.external_urls.spotify","external_ids.isrc","external_urls.spotify","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type.y","uri.y","track_href","analysis_url","duration_ms.y","time_signature","genre2","albumpop"
"89","3ihIZrJreMJPjQdNLrEXnP",1,200470,TRUE,"https://api.spotify.com/v1/tracks/3ihIZrJreMJPjQdNLrEXnP",FALSE,TRUE,"In A Minute",77,NA,1,"track","spotify:track:3ihIZrJreMJPjQdNLrEXnP","single","https://api.spotify.com/v1/albums/3PZTFPQhr0vHnYGwFUvQco","3PZTFPQhr0vHnYGwFUvQco","In A Minute","2022-04-07","day",1,"album","spotify:album:3PZTFPQhr0vHnYGwFUvQco","https://open.spotify.com/album/3PZTFPQhr0vHnYGwFUvQco","USUG12200033","https://open.spotify.com/track/3ihIZrJreMJPjQdNLrEXnP","rap",0.643,0.605,4,-5.968,0,0.297,0.0336,0,0.112,0.145,84.216,"audio_features","spotify:track:3ihIZrJreMJPjQdNLrEXnP","https://api.spotify.com/v1/tracks/3ihIZrJreMJPjQdNLrEXnP","https://api.spotify.com/v1/audio-analysis/3ihIZrJreMJPjQdNLrEXnP",200471,4,"rap",NA
"90","3iVcZ5G6tvkXZkZKlMpIUs",1,219333,TRUE,"https://api.spotify.com/v1/tracks/3iVcZ5G6tvkXZkZKlMpIUs",FALSE,TRUE,"Alright",77,NA,7,"track","spotify:track:3iVcZ5G6tvkXZkZKlMpIUs","album","https://api.spotify.com/v1/albums/7ycBtnsMtyVbbwTfJwRjSP","7ycBtnsMtyVbbwTfJwRjSP","To Pimp A Butterfly","2015-03-16","day",16,"album","spotify:album:7ycBtnsMtyVbbwTfJwRjSP","https://open.spotify.com/album/7ycBtnsMtyVbbwTfJwRjSP","USUM71502498","https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs","rap",0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,"audio_features","spotify:track:3iVcZ5G6tvkXZkZKlMpIUs","https://api.spotify.com/v1/tracks/3iVcZ5G6tvkXZkZKlMpIUs","https://api.spotify.com/v1/audio-analysis/3iVcZ5G6tvkXZkZKlMpIUs",219333,4,"rap",82
"91","3JJL91ilRV6fXhKqu0FGXs",1,155292,TRUE,"https://api.spotify.com/v1/tracks/3JJL91ilRV6fXhKqu0FGXs",FALSE,TRUE,"HOT WIND BLOWS (feat. Lil Wayne)",69,"https://p.scdn.co/mp3-preview/30325df4637d6da61d906e7ca62590ba7af95587?cid=2c522ebeb84f4aa189ec93288a41d97f",6,"track","spotify:track:3JJL91ilRV6fXhKqu0FGXs","album","https://api.spotify.com/v1/albums/45ba6QAtNrdv6Ke4MFOKk9","45ba6QAtNrdv6Ke4MFOKk9","CALL ME IF YOU GET LOST","2021-06-25","day",16,"album","spotify:album:45ba6QAtNrdv6Ke4MFOKk9","https://open.spotify.com/album/45ba6QAtNrdv6Ke4MFOKk9","USQX92102134","https://open.spotify.com/track/3JJL91ilRV6fXhKqu0FGXs","rap",0.371,0.75,7,-5.382,0,0.402,0.601,0,0.482,0.729,173.456,"audio_features","spotify:track:3JJL91ilRV6fXhKqu0FGXs","https://api.spotify.com/v1/tracks/3JJL91ilRV6fXhKqu0FGXs","https://api.spotify.com/v1/audio-analysis/3JJL91ilRV6fXhKqu0FGXs",155293,4,"rap",86
"92","3K07bGe8iljQ3mOKArHLDo",1,240413,FALSE,"https://api.spotify.com/v1/tracks/3K07bGe8iljQ3mOKArHLDo",FALSE,TRUE,"Starting Over",69,NA,1,"track","spotify:track:3K07bGe8iljQ3mOKArHLDo","album","https://api.spotify.com/v1/albums/0sOeI7pbAmIc8aDFyvkBUW","0sOeI7pbAmIc8aDFyvkBUW","Starting Over","2020-11-13","day",14,"album","spotify:album:0sOeI7pbAmIc8aDFyvkBUW","https://open.spotify.com/album/0sOeI7pbAmIc8aDFyvkBUW","USUM72013812","https://open.spotify.com/track/3K07bGe8iljQ3mOKArHLDo","country",0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,"audio_features","spotify:track:3K07bGe8iljQ3mOKArHLDo","https://api.spotify.com/v1/tracks/3K07bGe8iljQ3mOKArHLDo","https://api.spotify.com/v1/audio-analysis/3K07bGe8iljQ3mOKArHLDo",240413,4,"country",79
"93","3oDkdAySo1VQQG0ptV7uwa",1,175755,TRUE,"https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa",FALSE,TRUE,"Lean Wit Me",77,NA,7,"track","spotify:track:3oDkdAySo1VQQG0ptV7uwa","album","https://api.spotify.com/v1/albums/6tkjU4Umpo79wwkgPMV3nZ","6tkjU4Umpo79wwkgPMV3nZ","Goodbye & Good Riddance","2018-12-10","day",17,"album","spotify:album:6tkjU4Umpo79wwkgPMV3nZ","https://open.spotify.com/album/6tkjU4Umpo79wwkgPMV3nZ","USUG11800945","https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa","rap",0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,"audio_features","spotify:track:3oDkdAySo1VQQG0ptV7uwa","https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa","https://api.spotify.com/v1/audio-analysis/3oDkdAySo1VQQG0ptV7uwa",175755,4,"rap",91
"94","3OjNkFFZavF89xvRqWCXmU",1,213306,FALSE,"https://api.spotify.com/v1/tracks/3OjNkFFZavF89xvRqWCXmU",FALSE,TRUE,"On My Way to You",64,"https://p.scdn.co/mp3-preview/eac446b4693dcfc5c7b59067695941a72f4042e3?cid=2c522ebeb84f4aa189ec93288a41d97f",11,"track","spotify:track:3OjNkFFZavF89xvRqWCXmU","album","https://api.spotify.com/v1/albums/62aYom0k3j1RBe4uPC64ob","62aYom0k3j1RBe4uPC64ob","Ain't Nothin' to It","2019-01-18","day",15,"album","spotify:album:62aYom0k3j1RBe4uPC64ob","https://open.spotify.com/album/62aYom0k3j1RBe4uPC64ob","QMCQK1800053","https://open.spotify.com/track/3OjNkFFZavF89xvRqWCXmU","country",0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,"audio_features","spotify:track:3OjNkFFZavF89xvRqWCXmU","https://api.spotify.com/v1/tracks/3OjNkFFZavF89xvRqWCXmU","https://api.spotify.com/v1/audio-analysis/3OjNkFFZavF89xvRqWCXmU",213307,4,"country",73
"95","3QFInJAm9eyaho5vBzxInN",1,252262,TRUE,"https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN",FALSE,TRUE,"family ties (with Kendrick Lamar)",77,"https://p.scdn.co/mp3-preview/9f0df5316dd59b390d68f6ebcb87ec2cc98c1fac?cid=2c522ebeb84f4aa189ec93288a41d97f",10,"track","spotify:track:3QFInJAm9eyaho5vBzxInN","album","https://api.spotify.com/v1/albums/3r46DPIQeBQbjvjjV5mXGg","3r46DPIQeBQbjvjjV5mXGg","The Melodic Blue","2021-09-10","day",16,"album","spotify:album:3r46DPIQeBQbjvjjV5mXGg","https://open.spotify.com/album/3r46DPIQeBQbjvjjV5mXGg","USSM12105949","https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN","rap",0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,"audio_features","spotify:track:3QFInJAm9eyaho5vBzxInN","https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN","https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN",252262,4,"rap",85
"96","3sNVsP50132BTNlImLx70i",1,229146,TRUE,"https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i",FALSE,TRUE,"Bound 2",81,NA,10,"track","spotify:track:3sNVsP50132BTNlImLx70i","album","https://api.spotify.com/v1/albums/7D2NdGvBHIavgLhmcwhluK","7D2NdGvBHIavgLhmcwhluK","Yeezus","2013-06-18","day",10,"album","spotify:album:7D2NdGvBHIavgLhmcwhluK","https://open.spotify.com/album/7D2NdGvBHIavgLhmcwhluK","USUM71307523","https://open.spotify.com/track/3sNVsP50132BTNlImLx70i","rap",0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,"audio_features","spotify:track:3sNVsP50132BTNlImLx70i","https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i","https://api.spotify.com/v1/audio-analysis/3sNVsP50132BTNlImLx70i",229147,4,"rap",83
"97","3vWzyGTu6Ovo1GdrcJqH6e",1,233000,FALSE,"https://api.spotify.com/v1/tracks/3vWzyGTu6Ovo1GdrcJqH6e",FALSE,TRUE,"Scared of the Dark (feat. XXXTENTACION)",69,NA,11,"track","spotify:track:3vWzyGTu6Ovo1GdrcJqH6e","compilation","https://api.spotify.com/v1/albums/35s58BRTGAEWztPo9WqCIs","35s58BRTGAEWztPo9WqCIs","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","2018-12-14","day",13,"album","spotify:album:35s58BRTGAEWztPo9WqCIs","https://open.spotify.com/album/35s58BRTGAEWztPo9WqCIs","USUM71820737","https://open.spotify.com/track/3vWzyGTu6Ovo1GdrcJqH6e","rap",0.443,0.623,0,-6.717,0,0.0718,0.0468,0,0.247,0.156,79.365,"audio_features","spotify:track:3vWzyGTu6Ovo1GdrcJqH6e","https://api.spotify.com/v1/tracks/3vWzyGTu6Ovo1GdrcJqH6e","https://api.spotify.com/v1/audio-analysis/3vWzyGTu6Ovo1GdrcJqH6e",233000,4,"rap",NA
"98","3WMj8moIAXJhHsyLaqIIHI",1,228013,FALSE,"https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI",FALSE,TRUE,"Something in the Orange",72,"https://p.scdn.co/mp3-preview/7be5cf801c5eb74f5d97b02e632c9e3c3d36bc8d?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:3WMj8moIAXJhHsyLaqIIHI","single","https://api.spotify.com/v1/albums/1CmTOKCeyz1aHH04OwvTPv","1CmTOKCeyz1aHH04OwvTPv","Something in the Orange","2022-04-22","day",4,"album","spotify:album:1CmTOKCeyz1aHH04OwvTPv","https://open.spotify.com/album/1CmTOKCeyz1aHH04OwvTPv","USWB12201213","https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI","country",0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,"audio_features","spotify:track:3WMj8moIAXJhHsyLaqIIHI","https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI","https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI",228013,3,"country",NA
"99","3X0V4uEujns3TlpoDa2TvP",1,207453,FALSE,"https://api.spotify.com/v1/tracks/3X0V4uEujns3TlpoDa2TvP",FALSE,TRUE,"From Austin",73,"https://p.scdn.co/mp3-preview/69ef0006d1e550517e5a2b2d464b690a668965a7?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:3X0V4uEujns3TlpoDa2TvP","single","https://api.spotify.com/v1/albums/2URKspvbbsk7oo4ISroxzG","2URKspvbbsk7oo4ISroxzG","From Austin","2022-02-25","day",1,"album","spotify:album:2URKspvbbsk7oo4ISroxzG","https://open.spotify.com/album/2URKspvbbsk7oo4ISroxzG","USWB12200269","https://open.spotify.com/track/3X0V4uEujns3TlpoDa2TvP","country",0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,"audio_features","spotify:track:3X0V4uEujns3TlpoDa2TvP","https://api.spotify.com/v1/tracks/3X0V4uEujns3TlpoDa2TvP","https://api.spotify.com/v1/audio-analysis/3X0V4uEujns3TlpoDa2TvP",207453,4,"country",NA
"100","3XOalgusokruzA5ZBA2Qcb",1,136266,TRUE,"https://api.spotify.com/v1/tracks/3XOalgusokruzA5ZBA2Qcb",FALSE,TRUE,"pushin P (feat. Young Thug)",84,"https://p.scdn.co/mp3-preview/c1e2bcd0831c65617306354ee90da980a6af22f9?cid=2c522ebeb84f4aa189ec93288a41d97f",2,"track","spotify:track:3XOalgusokruzA5ZBA2Qcb","album","https://api.spotify.com/v1/albums/02uWB8Kekadkl3yGBoOOcx","02uWB8Kekadkl3yGBoOOcx","DS4EVER","2022-01-13","day",20,"album","spotify:album:02uWB8Kekadkl3yGBoOOcx","https://open.spotify.com/album/02uWB8Kekadkl3yGBoOOcx","QMCE32200039","https://open.spotify.com/track/3XOalgusokruzA5ZBA2Qcb","rap",0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,"audio_features","spotify:track:3XOalgusokruzA5ZBA2Qcb","https://api.spotify.com/v1/tracks/3XOalgusokruzA5ZBA2Qcb","https://api.spotify.com/v1/audio-analysis/3XOalgusokruzA5ZBA2Qcb",136267,1,"rap",88
"101","3z1PqYwMtct2Dm4R9lhWnT",1,191693,FALSE,"https://api.spotify.com/v1/tracks/3z1PqYwMtct2Dm4R9lhWnT",FALSE,TRUE,"Gunpowder & Lead",65,"https://p.scdn.co/mp3-preview/b25ee29446ac6b9a2c560c42af385fda85480a28?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:3z1PqYwMtct2Dm4R9lhWnT","album","https://api.spotify.com/v1/albums/4y5aIMkIOdo6z1c8qsI6xb","4y5aIMkIOdo6z1c8qsI6xb","Crazy Ex-Girlfriend","2007-05-01","day",12,"album","spotify:album:4y5aIMkIOdo6z1c8qsI6xb","https://open.spotify.com/album/4y5aIMkIOdo6z1c8qsI6xb","USSM10605626","https://open.spotify.com/track/3z1PqYwMtct2Dm4R9lhWnT","country",0.333,0.907,0,-3.191,1,0.0959,0.153,0,0.395,0.353,187.826,"audio_features","spotify:track:3z1PqYwMtct2Dm4R9lhWnT","https://api.spotify.com/v1/tracks/3z1PqYwMtct2Dm4R9lhWnT","https://api.spotify.com/v1/audio-analysis/3z1PqYwMtct2Dm4R9lhWnT",191693,4,"country",65
"102","40iJIUlhi6renaREYGeIDS",1,291175,TRUE,"https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS",FALSE,TRUE,"Fair Trade (with Travis Scott)",83,NA,6,"track","spotify:track:40iJIUlhi6renaREYGeIDS","album","https://api.spotify.com/v1/albums/3SpBlxme9WbeQdI9kx7KAV","3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","2021-09-03","day",21,"album","spotify:album:3SpBlxme9WbeQdI9kx7KAV","https://open.spotify.com/album/3SpBlxme9WbeQdI9kx7KAV","USUG12104402","https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS","rap",0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,"audio_features","spotify:track:40iJIUlhi6renaREYGeIDS","https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS","https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS",291175,4,"rap",94
"103","498ZVInMGDkmmNVpSWqHiZ",1,226173,FALSE,"https://api.spotify.com/v1/tracks/498ZVInMGDkmmNVpSWqHiZ",FALSE,TRUE,"May We All",68,NA,6,"track","spotify:track:498ZVInMGDkmmNVpSWqHiZ","album","https://api.spotify.com/v1/albums/09KOjaflTBRE28GVvXqkYC","09KOjaflTBRE28GVvXqkYC","Dig Your Roots","2016-08-26","day",15,"album","spotify:album:09KOjaflTBRE28GVvXqkYC","https://open.spotify.com/album/09KOjaflTBRE28GVvXqkYC","QM3E21602022","https://open.spotify.com/track/498ZVInMGDkmmNVpSWqHiZ","country",0.514,0.918,7,-4.306,1,0.0365,0.0409,0,0.342,0.64,150.033,"audio_features","spotify:track:498ZVInMGDkmmNVpSWqHiZ","https://api.spotify.com/v1/tracks/498ZVInMGDkmmNVpSWqHiZ","https://api.spotify.com/v1/audio-analysis/498ZVInMGDkmmNVpSWqHiZ",226173,4,"country",73
"104","4CkgMiMqZ5JzW9iYXSTMTL",1,285106,TRUE,"https://api.spotify.com/v1/tracks/4CkgMiMqZ5JzW9iYXSTMTL",FALSE,TRUE,"I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)",74,NA,26,"track","spotify:track:4CkgMiMqZ5JzW9iYXSTMTL","album","https://api.spotify.com/v1/albums/6kZ42qRrzov54LcAk4onW9","6kZ42qRrzov54LcAk4onW9","Red (Taylor's Version)","2021-11-12","day",30,"album","spotify:album:6kZ42qRrzov54LcAk4onW9","https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9","USUG12103686","https://open.spotify.com/track/4CkgMiMqZ5JzW9iYXSTMTL","country",0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,"audio_features","spotify:track:4CkgMiMqZ5JzW9iYXSTMTL","https://api.spotify.com/v1/tracks/4CkgMiMqZ5JzW9iYXSTMTL","https://api.spotify.com/v1/audio-analysis/4CkgMiMqZ5JzW9iYXSTMTL",285107,3,"country",92
"105","4dASQiO1Eoo3RJvt74FtXB",1,243490,TRUE,"https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB",FALSE,TRUE,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",74,"https://p.scdn.co/mp3-preview/d0b392ff9e4e4a2631ecf3f81556a6e5d3952a5b?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:4dASQiO1Eoo3RJvt74FtXB","single","https://api.spotify.com/v1/albums/704GHNtZhEe9TBgleCNNGv","704GHNtZhEe9TBgleCNNGv","Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors)","2016-06-24","day",1,"album","spotify:album:704GHNtZhEe9TBgleCNNGv","https://open.spotify.com/album/704GHNtZhEe9TBgleCNNGv","USAT21601893","https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB","rap",0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,"audio_features","spotify:track:4dASQiO1Eoo3RJvt74FtXB","https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB","https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB",243491,4,"rap",NA
"106","4e4fqjx0Izh4svvTef1z7e",1,164205,FALSE,"https://api.spotify.com/v1/tracks/4e4fqjx0Izh4svvTef1z7e",FALSE,TRUE,"Meant to Be (feat. Florida Georgia Line)",69,"https://p.scdn.co/mp3-preview/773b44828533fafac2eefa658ec7b88f85bec23e?cid=2c522ebeb84f4aa189ec93288a41d97f",14,"track","spotify:track:4e4fqjx0Izh4svvTef1z7e","album","https://api.spotify.com/v1/albums/4TOkZvtqNpg5UHyGxCn0mS","4TOkZvtqNpg5UHyGxCn0mS","Expectations","2018-06-22","day",14,"album","spotify:album:4TOkZvtqNpg5UHyGxCn0mS","https://open.spotify.com/album/4TOkZvtqNpg5UHyGxCn0mS","USWB11701181","https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e","country",0.642,0.772,10,-6.61,1,0.0848,0.0476,0,0.0646,0.589,153.995,"audio_features","spotify:track:4e4fqjx0Izh4svvTef1z7e","https://api.spotify.com/v1/tracks/4e4fqjx0Izh4svvTef1z7e","https://api.spotify.com/v1/audio-analysis/4e4fqjx0Izh4svvTef1z7e",164205,4,"country",76
"107","4EuaDcxHmHKS6gZ5iuGba0",1,274520,FALSE,"https://api.spotify.com/v1/tracks/4EuaDcxHmHKS6gZ5iuGba0",FALSE,TRUE,"Joy Of My Life",66,NA,6,"track","spotify:track:4EuaDcxHmHKS6gZ5iuGba0","album","https://api.spotify.com/v1/albums/0sOeI7pbAmIc8aDFyvkBUW","0sOeI7pbAmIc8aDFyvkBUW","Starting Over","2020-11-13","day",14,"album","spotify:album:0sOeI7pbAmIc8aDFyvkBUW","https://open.spotify.com/album/0sOeI7pbAmIc8aDFyvkBUW","USUM72013811","https://open.spotify.com/track/4EuaDcxHmHKS6gZ5iuGba0","country",0.63,0.485,3,-8.955,1,0.0299,0.223,0.0535,0.103,0.398,149.23,"audio_features","spotify:track:4EuaDcxHmHKS6gZ5iuGba0","https://api.spotify.com/v1/tracks/4EuaDcxHmHKS6gZ5iuGba0","https://api.spotify.com/v1/audio-analysis/4EuaDcxHmHKS6gZ5iuGba0",274520,4,"country",79
"108","4EWCNWgDS8707fNSZ1oaA5",1,211000,FALSE,"https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5",FALSE,TRUE,"Heartless",81,NA,3,"track","spotify:track:4EWCNWgDS8707fNSZ1oaA5","album","https://api.spotify.com/v1/albums/3WFTGIO6E3Xh4paEOBY9OU","3WFTGIO6E3Xh4paEOBY9OU","808s & Heartbreak","2008-11-24","day",12,"album","spotify:album:3WFTGIO6E3Xh4paEOBY9OU","https://open.spotify.com/album/3WFTGIO6E3Xh4paEOBY9OU","USUM70840511","https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5","rap",0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,"audio_features","spotify:track:4EWCNWgDS8707fNSZ1oaA5","https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5","https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5",211000,4,"rap",82
"109","4GeyPGMzh6VwdNcaCufY9f",1,253359,TRUE,"https://api.spotify.com/v1/tracks/4GeyPGMzh6VwdNcaCufY9f",FALSE,TRUE,"God Speed",66,"https://p.scdn.co/mp3-preview/b247ca46527f91b2fbaef31092a029956c46f485?cid=2c522ebeb84f4aa189ec93288a41d97f",3,"track","spotify:track:4GeyPGMzh6VwdNcaCufY9f","album","https://api.spotify.com/v1/albums/0npZ1Ryg8HaFGeb2HKYQIz","0npZ1Ryg8HaFGeb2HKYQIz","DeAnn","2019-08-24","day",12,"album","spotify:album:0npZ1Ryg8HaFGeb2HKYQIz","https://open.spotify.com/album/0npZ1Ryg8HaFGeb2HKYQIz","TCAEK1910187","https://open.spotify.com/track/4GeyPGMzh6VwdNcaCufY9f","country",0.583,0.0819,0,-15.249,1,0.04,0.869,0,0.103,0.167,79.385,"audio_features","spotify:track:4GeyPGMzh6VwdNcaCufY9f","https://api.spotify.com/v1/tracks/4GeyPGMzh6VwdNcaCufY9f","https://api.spotify.com/v1/audio-analysis/4GeyPGMzh6VwdNcaCufY9f",253360,4,"country",77
"110","4GyD3o5hWoyCuYpdlzZlRL",1,254181,FALSE,"https://api.spotify.com/v1/tracks/4GyD3o5hWoyCuYpdlzZlRL",FALSE,TRUE,"Doin' This",75,"https://p.scdn.co/mp3-preview/d798756e3f10d1dfb7b70e07bdfd753472088102?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:4GyD3o5hWoyCuYpdlzZlRL","single","https://api.spotify.com/v1/albums/6bpCbQ5GTNZ9IE1nvJ0zQA","6bpCbQ5GTNZ9IE1nvJ0zQA","Doin' This","2021-11-10","day",1,"album","spotify:album:6bpCbQ5GTNZ9IE1nvJ0zQA","https://open.spotify.com/album/6bpCbQ5GTNZ9IE1nvJ0zQA","US6XF2100159","https://open.spotify.com/track/4GyD3o5hWoyCuYpdlzZlRL","country",0.593,0.552,1,-5.838,1,0.028,0.18,1.71e-05,0.11,0.39,115,"audio_features","spotify:track:4GyD3o5hWoyCuYpdlzZlRL","https://api.spotify.com/v1/tracks/4GyD3o5hWoyCuYpdlzZlRL","https://api.spotify.com/v1/audio-analysis/4GyD3o5hWoyCuYpdlzZlRL",254181,4,"country",NA
"111","4IZOdhEvXYWqh5XAXYzBk3",1,186066,FALSE,"https://api.spotify.com/v1/tracks/4IZOdhEvXYWqh5XAXYzBk3",FALSE,TRUE,"Wild as You",65,"https://p.scdn.co/mp3-preview/af59f5e6ab2e21e2a9d26403f060eb4575dcd1c7?cid=2c522ebeb84f4aa189ec93288a41d97f",9,"track","spotify:track:4IZOdhEvXYWqh5XAXYzBk3","album","https://api.spotify.com/v1/albums/5TxhzESD1pW7osKlZRFNYD","5TxhzESD1pW7osKlZRFNYD","Gotta Be Me","2016-08-05","day",14,"album","spotify:album:5TxhzESD1pW7osKlZRFNYD","https://open.spotify.com/album/5TxhzESD1pW7osKlZRFNYD","QMCQK1300022","https://open.spotify.com/track/4IZOdhEvXYWqh5XAXYzBk3","country",0.461,0.65,11,-5.372,1,0.0293,0.187,0,0.111,0.488,149.873,"audio_features","spotify:track:4IZOdhEvXYWqh5XAXYzBk3","https://api.spotify.com/v1/tracks/4IZOdhEvXYWqh5XAXYzBk3","https://api.spotify.com/v1/audio-analysis/4IZOdhEvXYWqh5XAXYzBk3",186067,4,"country",72
"112","4k3lPl8YTKuY8c1HelVnm3",1,224213,FALSE,"https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3",FALSE,TRUE,"'Til You Can't",75,"https://p.scdn.co/mp3-preview/2d4fcd0b616eb072cd9a7343c5745ebb4db23e54?cid=2c522ebeb84f4aa189ec93288a41d97f",4,"track","spotify:track:4k3lPl8YTKuY8c1HelVnm3","album","https://api.spotify.com/v1/albums/3og8X1LYiVq3nPdMxpM9Wb","3og8X1LYiVq3nPdMxpM9Wb","Human The Double Album","2021-10-08","day",18,"album","spotify:album:3og8X1LYiVq3nPdMxpM9Wb","https://open.spotify.com/album/3og8X1LYiVq3nPdMxpM9Wb","QMCQK1900137","https://open.spotify.com/track/4k3lPl8YTKuY8c1HelVnm3","country",0.501,0.815,1,-4.865,1,0.0436,0.0513,0,0.106,0.46,160.087,"audio_features","spotify:track:4k3lPl8YTKuY8c1HelVnm3","https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3","https://api.spotify.com/v1/audio-analysis/4k3lPl8YTKuY8c1HelVnm3",224213,4,"country",77
"113","4KAzYqfcijCSZa2P3etHoM",1,204200,FALSE,"https://api.spotify.com/v1/tracks/4KAzYqfcijCSZa2P3etHoM",FALSE,TRUE,"Big Green Tractor",66,"https://p.scdn.co/mp3-preview/dd09e2d0cb2a1435c2394fb89ea4a561945e36dc?cid=2c522ebeb84f4aa189ec93288a41d97f",9,"track","spotify:track:4KAzYqfcijCSZa2P3etHoM","album","https://api.spotify.com/v1/albums/7k9oif0MqtQ79j8swtZRMS","7k9oif0MqtQ79j8swtZRMS","Wide Open","2009-04-07","day",11,"album","spotify:album:7k9oif0MqtQ79j8swtZRMS","https://open.spotify.com/album/7k9oif0MqtQ79j8swtZRMS","US58E0800180","https://open.spotify.com/track/4KAzYqfcijCSZa2P3etHoM","country",0.623,0.59,4,-5.014,1,0.028,0.646,0,0.295,0.579,137.071,"audio_features","spotify:track:4KAzYqfcijCSZa2P3etHoM","https://api.spotify.com/v1/tracks/4KAzYqfcijCSZa2P3etHoM","https://api.spotify.com/v1/audio-analysis/4KAzYqfcijCSZa2P3etHoM",204200,4,"country",72
