"","id","disc_number","duration_ms.x","explicit","href","is_local","is_playable","name","popularity","preview_url","track_number","type.x","uri.x","album.album_type","album.href","album.id","album.name","album.release_date","album.release_date_precision","album.total_tracks","album.type","album.uri","album.external_urls.spotify","external_ids.isrc","external_urls.spotify","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type.y","uri.y","track_href","analysis_url","duration_ms.y","time_signature","genre2","albumpop"
"63","2HbKqm4o0w5wEeEFXm2sD4",1,386906,TRUE,"https://api.spotify.com/v1/tracks/2HbKqm4o0w5wEeEFXm2sD4",FALSE,TRUE,"Money Trees",77,NA,5,"track","spotify:track:2HbKqm4o0w5wEeEFXm2sD4","album","https://api.spotify.com/v1/albums/6PBZN8cbwkqm1ERj2BGXJ1","6PBZN8cbwkqm1ERj2BGXJ1","good kid, m.A.A.d city","2012","year",13,"album","spotify:album:6PBZN8cbwkqm1ERj2BGXJ1","https://open.spotify.com/album/6PBZN8cbwkqm1ERj2BGXJ1","USUM71210785","https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4","rap",0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,"audio_features","spotify:track:2HbKqm4o0w5wEeEFXm2sD4","https://api.spotify.com/v1/tracks/2HbKqm4o0w5wEeEFXm2sD4","https://api.spotify.com/v1/audio-analysis/2HbKqm4o0w5wEeEFXm2sD4",386907,4,"rap",79
"64","2IePEfMAtqWS6rLXXFZIgI",1,224042,TRUE,"https://api.spotify.com/v1/tracks/2IePEfMAtqWS6rLXXFZIgI",FALSE,TRUE,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",74,NA,1,"track","spotify:track:2IePEfMAtqWS6rLXXFZIgI","single","https://api.spotify.com/v1/albums/1arPptaPtDyBisMtMBe2q6","1arPptaPtDyBisMtMBe2q6","His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","2021-05-13","day",1,"album","spotify:album:1arPptaPtDyBisMtMBe2q6","https://open.spotify.com/album/1arPptaPtDyBisMtMBe2q6","QZJ842000873","https://open.spotify.com/track/2IePEfMAtqWS6rLXXFZIgI","rap",0.792,0.707,7,-5.218,0,0.0623,0.116,0,0.12,0.408,134.997,"audio_features","spotify:track:2IePEfMAtqWS6rLXXFZIgI","https://api.spotify.com/v1/tracks/2IePEfMAtqWS6rLXXFZIgI","https://api.spotify.com/v1/audio-analysis/2IePEfMAtqWS6rLXXFZIgI",224042,4,"rap",NA
"65","2KqJC0koTBUyDlsMt5ok1V",1,168960,FALSE,"https://api.spotify.com/v1/tracks/2KqJC0koTBUyDlsMt5ok1V",FALSE,TRUE,"Look What God Gave Her",69,NA,4,"track","spotify:track:2KqJC0koTBUyDlsMt5ok1V","album","https://api.spotify.com/v1/albums/5gnWhEFNbtCn0RLG2cp90g","5gnWhEFNbtCn0RLG2cp90g","Center Point Road","2019-05-31","day",16,"album","spotify:album:5gnWhEFNbtCn0RLG2cp90g","https://open.spotify.com/album/5gnWhEFNbtCn0RLG2cp90g","USLXJ1907459","https://open.spotify.com/track/2KqJC0koTBUyDlsMt5ok1V","country",0.739,0.85,2,-3.966,1,0.0308,0.0272,0,0.181,0.883,113,"audio_features","spotify:track:2KqJC0koTBUyDlsMt5ok1V","https://api.spotify.com/v1/tracks/2KqJC0koTBUyDlsMt5ok1V","https://api.spotify.com/v1/audio-analysis/2KqJC0koTBUyDlsMt5ok1V",168960,4,"country",73
"66","2mXsZsJBThTaJXbNcg5QD4",1,177773,FALSE,"https://api.spotify.com/v1/tracks/2mXsZsJBThTaJXbNcg5QD4",FALSE,TRUE,"Mama's Broken Heart",67,"https://p.scdn.co/mp3-preview/32ff311b098764133146a86c772d6c22ece834be?cid=2c522ebeb84f4aa189ec93288a41d97f",5,"track","spotify:track:2mXsZsJBThTaJXbNcg5QD4","album","https://api.spotify.com/v1/albums/1Pv6Znx8kGygusP4fqBD7m","1Pv6Znx8kGygusP4fqBD7m","Four The Record","2011-11-01","day",14,"album","spotify:album:1Pv6Znx8kGygusP4fqBD7m","https://open.spotify.com/album/1Pv6Znx8kGygusP4fqBD7m","USG4X1100017","https://open.spotify.com/track/2mXsZsJBThTaJXbNcg5QD4","country",0.768,0.809,4,-4.204,0,0.0616,0.278,0,0.139,0.748,111.989,"audio_features","spotify:track:2mXsZsJBThTaJXbNcg5QD4","https://api.spotify.com/v1/tracks/2mXsZsJBThTaJXbNcg5QD4","https://api.spotify.com/v1/audio-analysis/2mXsZsJBThTaJXbNcg5QD4",177773,4,"country",67
"67","2opQESZb7JsRKCvWMBPeuv",1,200066,FALSE,"https://api.spotify.com/v1/tracks/2opQESZb7JsRKCvWMBPeuv",FALSE,TRUE,"Knockin' Boots",62,NA,1,"track","spotify:track:2opQESZb7JsRKCvWMBPeuv","album","https://api.spotify.com/v1/albums/0wnaUYW25dVLAzk41fp1Ez","0wnaUYW25dVLAzk41fp1Ez","Born Here Live Here Die Here","2020-08-07","day",10,"album","spotify:album:0wnaUYW25dVLAzk41fp1Ez","https://open.spotify.com/album/0wnaUYW25dVLAzk41fp1Ez","USUG11901024","https://open.spotify.com/track/2opQESZb7JsRKCvWMBPeuv","country",0.728,0.682,2,-3.749,1,0.218,0.127,0,0.337,0.643,131.901,"audio_features","spotify:track:2opQESZb7JsRKCvWMBPeuv","https://api.spotify.com/v1/tracks/2opQESZb7JsRKCvWMBPeuv","https://api.spotify.com/v1/audio-analysis/2opQESZb7JsRKCvWMBPeuv",200067,4,"country",68
"68","2QfX9Pdz3q66fN3kCXl0Js",1,221250,FALSE,"https://api.spotify.com/v1/tracks/2QfX9Pdz3q66fN3kCXl0Js",FALSE,TRUE,"Revival",64,"https://p.scdn.co/mp3-preview/cf866c2b2fe8ec02c909cf60c6503e6588a71396?cid=2c522ebeb84f4aa189ec93288a41d97f",18,"track","spotify:track:2QfX9Pdz3q66fN3kCXl0Js","album","https://api.spotify.com/v1/albums/3TkSm0esbUBPygKvMrwWQn","3TkSm0esbUBPygKvMrwWQn","Elisabeth","2020-05-08","day",18,"album","spotify:album:3TkSm0esbUBPygKvMrwWQn","https://open.spotify.com/album/3TkSm0esbUBPygKvMrwWQn","TCAEW2013163","https://open.spotify.com/track/2QfX9Pdz3q66fN3kCXl0Js","country",0.464,0.366,7,-9.025,1,0.047,0.772,1.58e-05,0.0949,0.328,78.846,"audio_features","spotify:track:2QfX9Pdz3q66fN3kCXl0Js","https://api.spotify.com/v1/tracks/2QfX9Pdz3q66fN3kCXl0Js","https://api.spotify.com/v1/audio-analysis/2QfX9Pdz3q66fN3kCXl0Js",221250,4,"country",74
"69","2qYsSHsYkihWx043HVJQRV",1,229400,FALSE,"https://api.spotify.com/v1/tracks/2qYsSHsYkihWx043HVJQRV",FALSE,TRUE,"Dirt Road Anthem",71,"https://p.scdn.co/mp3-preview/6a4b0968729a4ca8ba24d116146448d362c5d83d?cid=2c522ebeb84f4aa189ec93288a41d97f",2,"track","spotify:track:2qYsSHsYkihWx043HVJQRV","album","https://api.spotify.com/v1/albums/6gYk1JlSSmlUZGs1Lef1BI","6gYk1JlSSmlUZGs1Lef1BI","My Kinda Party","2010-11-02","day",15,"album","spotify:album:6gYk1JlSSmlUZGs1Lef1BI","https://open.spotify.com/album/6gYk1JlSSmlUZGs1Lef1BI","US58E1000234","https://open.spotify.com/track/2qYsSHsYkihWx043HVJQRV","country",0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,"audio_features","spotify:track:2qYsSHsYkihWx043HVJQRV","https://api.spotify.com/v1/tracks/2qYsSHsYkihWx043HVJQRV","https://api.spotify.com/v1/audio-analysis/2qYsSHsYkihWx043HVJQRV",229400,4,"country",74
"70","2rxQMGVafnNaRaXlRMWPde",1,193200,FALSE,"https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde",FALSE,TRUE,"Beautiful Crazy",76,"https://p.scdn.co/mp3-preview/22bc30ceb0bd5c8175491dfdc7cdeb8c1a3ba6f8?cid=2c522ebeb84f4aa189ec93288a41d97f",15,"track","spotify:track:2rxQMGVafnNaRaXlRMWPde","album","https://api.spotify.com/v1/albums/53Oa5Bu0UTU8o8qCTaHKoz","53Oa5Bu0UTU8o8qCTaHKoz","This One's for You Too (Deluxe Edition)","2018-06-01","day",17,"album","spotify:album:53Oa5Bu0UTU8o8qCTaHKoz","https://open.spotify.com/album/53Oa5Bu0UTU8o8qCTaHKoz","US6XF1700259","https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde","country",0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,"audio_features","spotify:track:2rxQMGVafnNaRaXlRMWPde","https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde","https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde",193200,4,"country",81
"71","2SAqBLGA283SUiwJ3xOUVI",1,261492,TRUE,"https://api.spotify.com/v1/tracks/2SAqBLGA283SUiwJ3xOUVI",FALSE,TRUE,"Laugh Now Cry Later (feat. Lil Durk)",79,NA,1,"track","spotify:track:2SAqBLGA283SUiwJ3xOUVI","single","https://api.spotify.com/v1/albums/0qGdc7fNq9RNIPEzZufa43","0qGdc7fNq9RNIPEzZufa43","Laugh Now Cry Later (feat. Lil Durk)","2020-08-14","day",1,"album","spotify:album:0qGdc7fNq9RNIPEzZufa43","https://open.spotify.com/album/0qGdc7fNq9RNIPEzZufa43","USUG12001748","https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI","rap",0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,"audio_features","spotify:track:2SAqBLGA283SUiwJ3xOUVI","https://api.spotify.com/v1/tracks/2SAqBLGA283SUiwJ3xOUVI","https://api.spotify.com/v1/audio-analysis/2SAqBLGA283SUiwJ3xOUVI",261493,4,"rap",NA
"72","2TR7A4ulH9R1PNwMyd8o8U",1,220906,FALSE,"https://api.spotify.com/v1/tracks/2TR7A4ulH9R1PNwMyd8o8U",FALSE,TRUE,"This Is How We Roll",69,NA,12,"track","spotify:track:2TR7A4ulH9R1PNwMyd8o8U","album","https://api.spotify.com/v1/albums/0uqAyKT7oMZDFMyteJOJWI","0uqAyKT7oMZDFMyteJOJWI","Here's To The Good Times...This Is How We Roll","2013-01-01","day",17,"album","spotify:album:0uqAyKT7oMZDFMyteJOJWI","https://open.spotify.com/album/0uqAyKT7oMZDFMyteJOJWI","USUM71314750","https://open.spotify.com/track/2TR7A4ulH9R1PNwMyd8o8U","country",0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085,"audio_features","spotify:track:2TR7A4ulH9R1PNwMyd8o8U","https://api.spotify.com/v1/tracks/2TR7A4ulH9R1PNwMyd8o8U","https://api.spotify.com/v1/audio-analysis/2TR7A4ulH9R1PNwMyd8o8U",220907,4,"country",69
"73","2U5WueTLIK5WJLD7mvDODv",1,194621,TRUE,"https://api.spotify.com/v1/tracks/2U5WueTLIK5WJLD7mvDODv",FALSE,TRUE,"Wishing Well",79,NA,15,"track","spotify:track:2U5WueTLIK5WJLD7mvDODv","album","https://api.spotify.com/v1/albums/6n9DKpOxwifT5hOXtgLZSL","6n9DKpOxwifT5hOXtgLZSL","Legends Never Die","2020-07-10","day",22,"album","spotify:album:6n9DKpOxwifT5hOXtgLZSL","https://open.spotify.com/album/6n9DKpOxwifT5hOXtgLZSL","USUG12001905","https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv","rap",0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,"audio_features","spotify:track:2U5WueTLIK5WJLD7mvDODv","https://api.spotify.com/v1/tracks/2U5WueTLIK5WJLD7mvDODv","https://api.spotify.com/v1/audio-analysis/2U5WueTLIK5WJLD7mvDODv",194621,4,"rap",90
"74","2UikqkwBv7aIvlixeVXHWt",1,213493,FALSE,"https://api.spotify.com/v1/tracks/2UikqkwBv7aIvlixeVXHWt",FALSE,TRUE,"You Should Probably Leave",74,NA,13,"track","spotify:track:2UikqkwBv7aIvlixeVXHWt","album","https://api.spotify.com/v1/albums/0sOeI7pbAmIc8aDFyvkBUW","0sOeI7pbAmIc8aDFyvkBUW","Starting Over","2020-11-13","day",14,"album","spotify:album:0sOeI7pbAmIc8aDFyvkBUW","https://open.spotify.com/album/0sOeI7pbAmIc8aDFyvkBUW","USUM72013814","https://open.spotify.com/track/2UikqkwBv7aIvlixeVXHWt","country",0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,"audio_features","spotify:track:2UikqkwBv7aIvlixeVXHWt","https://api.spotify.com/v1/tracks/2UikqkwBv7aIvlixeVXHWt","https://api.spotify.com/v1/audio-analysis/2UikqkwBv7aIvlixeVXHWt",213493,4,"country",79
"75","2UN0lp72LAusrXi8LLVomt",1,163449,FALSE,"https://api.spotify.com/v1/tracks/2UN0lp72LAusrXi8LLVomt",FALSE,TRUE,"2step (feat. Lil Baby)",78,"https://p.scdn.co/mp3-preview/528101b29b47dbe5972746d6bace553fcdf1d61a?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:2UN0lp72LAusrXi8LLVomt","single","https://api.spotify.com/v1/albums/6NPPPC6DxPvukxZcYVOBif","6NPPPC6DxPvukxZcYVOBif","2step (feat. Lil Baby)","2022-04-22","day",1,"album","spotify:album:6NPPPC6DxPvukxZcYVOBif","https://open.spotify.com/album/6NPPPC6DxPvukxZcYVOBif","GBAHS2200506","https://open.spotify.com/track/2UN0lp72LAusrXi8LLVomt","rap",0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,"audio_features","spotify:track:2UN0lp72LAusrXi8LLVomt","https://api.spotify.com/v1/tracks/2UN0lp72LAusrXi8LLVomt","https://api.spotify.com/v1/audio-analysis/2UN0lp72LAusrXi8LLVomt",163450,4,"rap",NA
"76","2Y0wPrPQBrGhoLn14xRYCG",1,205484,TRUE,"https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG",FALSE,TRUE,"Come & Go (with Marshmello)",79,NA,12,"track","spotify:track:2Y0wPrPQBrGhoLn14xRYCG","album","https://api.spotify.com/v1/albums/6n9DKpOxwifT5hOXtgLZSL","6n9DKpOxwifT5hOXtgLZSL","Legends Never Die","2020-07-10","day",22,"album","spotify:album:6n9DKpOxwifT5hOXtgLZSL","https://open.spotify.com/album/6n9DKpOxwifT5hOXtgLZSL","USUG12001904","https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG","rap",0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,"audio_features","spotify:track:2Y0wPrPQBrGhoLn14xRYCG","https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG","https://api.spotify.com/v1/audio-analysis/2Y0wPrPQBrGhoLn14xRYCG",205485,4,"rap",90
"77","2yBWKK84uebv35lGajIMhc",1,182026,FALSE,"https://api.spotify.com/v1/tracks/2yBWKK84uebv35lGajIMhc",FALSE,TRUE,"Where We Started",67,NA,15,"track","spotify:track:2yBWKK84uebv35lGajIMhc","album","https://api.spotify.com/v1/albums/794M3R461sLnY042CsB3xW","794M3R461sLnY042CsB3xW","Where We Started","2022-04-01","day",15,"album","spotify:album:794M3R461sLnY042CsB3xW","https://open.spotify.com/album/794M3R461sLnY042CsB3xW","QZRD92100896","https://open.spotify.com/track/2yBWKK84uebv35lGajIMhc","country",0.6,0.533,2,-6.555,1,0.0256,0.272,0,0.0927,0.626,139.94,"audio_features","spotify:track:2yBWKK84uebv35lGajIMhc","https://api.spotify.com/v1/tracks/2yBWKK84uebv35lGajIMhc","https://api.spotify.com/v1/audio-analysis/2yBWKK84uebv35lGajIMhc",182027,4,"country",74
"78","30MM5jWpUmOxtTNd9Ey5LZ",1,157080,FALSE,"https://api.spotify.com/v1/tracks/30MM5jWpUmOxtTNd9Ey5LZ",FALSE,TRUE,"Unforgettable",66,NA,2,"track","spotify:track:30MM5jWpUmOxtTNd9Ey5LZ","album","https://api.spotify.com/v1/albums/4w5Jvreahp3yvLqc4vCr9I","4w5Jvreahp3yvLqc4vCr9I","Life Changes","2017-09-08","day",14,"album","spotify:album:4w5Jvreahp3yvLqc4vCr9I","https://open.spotify.com/album/4w5Jvreahp3yvLqc4vCr9I","USLXJ1707370","https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ","country",0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,"audio_features","spotify:track:30MM5jWpUmOxtTNd9Ey5LZ","https://api.spotify.com/v1/tracks/30MM5jWpUmOxtTNd9Ey5LZ","https://api.spotify.com/v1/audio-analysis/30MM5jWpUmOxtTNd9Ey5LZ",157080,4,"country",74
"79","33aow0AcXYvT1FoWNzMcqN",1,195962,TRUE,"https://api.spotify.com/v1/tracks/33aow0AcXYvT1FoWNzMcqN",FALSE,TRUE,"Lil Bit (feat. Florida Georgia Line)",66,"https://p.scdn.co/mp3-preview/5ba70a9acbce81da8d59295ff0aed24355258959?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:33aow0AcXYvT1FoWNzMcqN","album","https://api.spotify.com/v1/albums/1a7BlXLCqjTxQh6X8L9JBL","1a7BlXLCqjTxQh6X8L9JBL","Heartland","2021-08-27","day",9,"album","spotify:album:1a7BlXLCqjTxQh6X8L9JBL","https://open.spotify.com/album/1a7BlXLCqjTxQh6X8L9JBL","USQX92003343","https://open.spotify.com/track/33aow0AcXYvT1FoWNzMcqN","country",0.707,0.689,4,-7.097,0,0.0387,0.0255,0,0.383,0.41,119.987,"audio_features","spotify:track:33aow0AcXYvT1FoWNzMcqN","https://api.spotify.com/v1/tracks/33aow0AcXYvT1FoWNzMcqN","https://api.spotify.com/v1/audio-analysis/33aow0AcXYvT1FoWNzMcqN",195962,4,"country",67
"80","34SQ0QfLSR316d8KL2zkuZ",1,220893,FALSE,"https://api.spotify.com/v1/tracks/34SQ0QfLSR316d8KL2zkuZ",FALSE,TRUE,"With You I Am",67,"https://p.scdn.co/mp3-preview/a62274a88357535d3ac1ee900ed62fd605b71d57?cid=2c522ebeb84f4aa189ec93288a41d97f",3,"track","spotify:track:34SQ0QfLSR316d8KL2zkuZ","album","https://api.spotify.com/v1/albums/5TxhzESD1pW7osKlZRFNYD","5TxhzESD1pW7osKlZRFNYD","Gotta Be Me","2016-08-05","day",14,"album","spotify:album:5TxhzESD1pW7osKlZRFNYD","https://open.spotify.com/album/5TxhzESD1pW7osKlZRFNYD","QMCQK1300016","https://open.spotify.com/track/34SQ0QfLSR316d8KL2zkuZ","country",0.558,0.66,7,-6.223,1,0.0273,0.416,0,0.139,0.388,75.009,"audio_features","spotify:track:34SQ0QfLSR316d8KL2zkuZ","https://api.spotify.com/v1/tracks/34SQ0QfLSR316d8KL2zkuZ","https://api.spotify.com/v1/audio-analysis/34SQ0QfLSR316d8KL2zkuZ",220893,4,"country",72
"81","37Nqx7iavZpotJSDXZWbJ3",1,221979,TRUE,"https://api.spotify.com/v1/tracks/37Nqx7iavZpotJSDXZWbJ3",FALSE,TRUE,"Girls Want Girls (with Lil Baby)",79,NA,3,"track","spotify:track:37Nqx7iavZpotJSDXZWbJ3","album","https://api.spotify.com/v1/albums/3SpBlxme9WbeQdI9kx7KAV","3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","2021-09-03","day",21,"album","spotify:album:3SpBlxme9WbeQdI9kx7KAV","https://open.spotify.com/album/3SpBlxme9WbeQdI9kx7KAV","USUG12104399","https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3","rap",0.767,0.438,7,-8.726,0,0.29,0.181,0,0.142,0.381,86.975,"audio_features","spotify:track:37Nqx7iavZpotJSDXZWbJ3","https://api.spotify.com/v1/tracks/37Nqx7iavZpotJSDXZWbJ3","https://api.spotify.com/v1/audio-analysis/37Nqx7iavZpotJSDXZWbJ3",221980,4,"rap",94
"82","3cBsEDNhFI9E82vPj3kvi3",1,178520,FALSE,"https://api.spotify.com/v1/tracks/3cBsEDNhFI9E82vPj3kvi3",FALSE,TRUE,"Wasted On You",79,NA,2,"track","spotify:track:3cBsEDNhFI9E82vPj3kvi3","album","https://api.spotify.com/v1/albums/6JlCkqkqobGirPsaleJpFr","6JlCkqkqobGirPsaleJpFr","Dangerous: The Double Album","2021-01-08","day",30,"album","spotify:album:6JlCkqkqobGirPsaleJpFr","https://open.spotify.com/album/6JlCkqkqobGirPsaleJpFr","USUG12004194","https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3","country",0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,"audio_features","spotify:track:3cBsEDNhFI9E82vPj3kvi3","https://api.spotify.com/v1/tracks/3cBsEDNhFI9E82vPj3kvi3","https://api.spotify.com/v1/audio-analysis/3cBsEDNhFI9E82vPj3kvi3",178520,3,"country",90
"83","3fqwjXwUGN6vbzIwvyFMhx",1,293293,FALSE,"https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx",FALSE,TRUE,"Tennessee Whiskey",78,NA,3,"track","spotify:track:3fqwjXwUGN6vbzIwvyFMhx","album","https://api.spotify.com/v1/albums/7lxHnls3yQNl8B9bILmHj7","7lxHnls3yQNl8B9bILmHj7","Traveller","2015-05-04","day",14,"album","spotify:album:7lxHnls3yQNl8B9bILmHj7","https://open.spotify.com/album/7lxHnls3yQNl8B9bILmHj7","USUM71418088","https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx","country",0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,"audio_features","spotify:track:3fqwjXwUGN6vbzIwvyFMhx","https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx","https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx",293293,4,"country",81
"84","3FSwpQ9dBZBeBV6UdYHI2R",1,173186,TRUE,"https://api.spotify.com/v1/tracks/3FSwpQ9dBZBeBV6UdYHI2R",FALSE,TRUE,"712PM",76,"https://p.scdn.co/mp3-preview/ef40cec1a2230cbbfd6ffb90b83a235871f48c5e?cid=2c522ebeb84f4aa189ec93288a41d97f",1,"track","spotify:track:3FSwpQ9dBZBeBV6UdYHI2R","album","https://api.spotify.com/v1/albums/6tE9Dnp2zInFij4jKssysL","6tE9Dnp2zInFij4jKssysL","I NEVER LIKED YOU","2022-04-29","day",16,"album","spotify:album:6tE9Dnp2zInFij4jKssysL","https://open.spotify.com/album/6tE9Dnp2zInFij4jKssysL","USSM12203784","https://open.spotify.com/track/3FSwpQ9dBZBeBV6UdYHI2R","rap",0.711,0.686,5,-6.409,0,0.271,0.0355,0,0.124,0.536,146.971,"audio_features","spotify:track:3FSwpQ9dBZBeBV6UdYHI2R","https://api.spotify.com/v1/tracks/3FSwpQ9dBZBeBV6UdYHI2R","https://api.spotify.com/v1/audio-analysis/3FSwpQ9dBZBeBV6UdYHI2R",173187,4,"rap",92
"85","3FU6urUVsgXa6RBuV2PdRk",1,169226,TRUE,"https://api.spotify.com/v1/tracks/3FU6urUVsgXa6RBuV2PdRk",FALSE,TRUE,"Heartless (feat. Morgan Wallen)",74,"https://p.scdn.co/mp3-preview/dc9abefd50342ed34adbd81aee31e240d26c074e?cid=2c522ebeb84f4aa189ec93288a41d97f",3,"track","spotify:track:3FU6urUVsgXa6RBuV2PdRk","album","https://api.spotify.com/v1/albums/2Om5VEKaBd4Afht33ToQGD","2Om5VEKaBd4Afht33ToQGD","Diplo Presents Thomas Wesley Chapter 1: Snake Oil","2020-05-29","day",12,"album","spotify:album:2Om5VEKaBd4Afht33ToQGD","https://open.spotify.com/album/2Om5VEKaBd4Afht33ToQGD","USSM11905215","https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk","country",0.765,0.556,11,-6.417,1,0.0512,0.275,0,0.0824,0.274,111.033,"audio_features","spotify:track:3FU6urUVsgXa6RBuV2PdRk","https://api.spotify.com/v1/tracks/3FU6urUVsgXa6RBuV2PdRk","https://api.spotify.com/v1/audio-analysis/3FU6urUVsgXa6RBuV2PdRk",169227,4,"country",73
"86","3GCdLUSnKSMJhs4Tj6CV3s",1,232186,TRUE,"https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s",FALSE,TRUE,"All The Stars (with SZA)",79,NA,2,"track","spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","album","https://api.spotify.com/v1/albums/3pLdWdkj83EYfDN6H2N8MR","3pLdWdkj83EYfDN6H2N8MR","Black Panther The Album Music From And Inspired By","2018-02-09","day",14,"album","spotify:album:3pLdWdkj83EYfDN6H2N8MR","https://open.spotify.com/album/3pLdWdkj83EYfDN6H2N8MR","USUM71713947","https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s","rap",0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,"audio_features","spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s","https://api.spotify.com/v1/audio-analysis/3GCdLUSnKSMJhs4Tj6CV3s",232187,4,"rap",82
"87","3HO30hRbkOLU6ZWERayfQO",1,196026,FALSE,"https://api.spotify.com/v1/tracks/3HO30hRbkOLU6ZWERayfQO",FALSE,TRUE,"Trouble With A Heartbreak",55,"https://p.scdn.co/mp3-preview/0a71593f5365a725333bc8c6ec5f8b9372be801c?cid=2c522ebeb84f4aa189ec93288a41d97f",2,"track","spotify:track:3HO30hRbkOLU6ZWERayfQO","album","https://api.spotify.com/v1/albums/4ZaUIMUNymqD3koXtYev2P","4ZaUIMUNymqD3koXtYev2P","GEORGIA","2022-04-22","day",15,"album","spotify:album:4ZaUIMUNymqD3koXtYev2P","https://open.spotify.com/album/4ZaUIMUNymqD3koXtYev2P","QMRSZ2102055","https://open.spotify.com/track/3HO30hRbkOLU6ZWERayfQO","country",0.582,0.797,5,-4.926,1,0.0334,0.23,0,0.132,0.595,135.973,"audio_features","spotify:track:3HO30hRbkOLU6ZWERayfQO","https://api.spotify.com/v1/tracks/3HO30hRbkOLU6ZWERayfQO","https://api.spotify.com/v1/audio-analysis/3HO30hRbkOLU6ZWERayfQO",196027,4,"country",70
"88","3i6sCTU7ENlnHpHvrHUitW",1,259672,TRUE,"https://api.spotify.com/v1/tracks/3i6sCTU7ENlnHpHvrHUitW",FALSE,TRUE,"Sometimes",77,NA,5,"track","spotify:track:3i6sCTU7ENlnHpHvrHUitW","album","https://api.spotify.com/v1/albums/1typPCwqyXMfFpvDZAyKew","1typPCwqyXMfFpvDZAyKew","Fighting Demons (Deluxe)","2022-03-18","day",23,"album","spotify:album:1typPCwqyXMfFpvDZAyKew","https://open.spotify.com/album/1typPCwqyXMfFpvDZAyKew","USUG12200317","https://open.spotify.com/track/3i6sCTU7ENlnHpHvrHUitW","rap",0.674,0.58,8,-4.866,1,0.0311,0.0609,0,0.159,0.0759,121.987,"audio_features","spotify:track:3i6sCTU7ENlnHpHvrHUitW","https://api.spotify.com/v1/tracks/3i6sCTU7ENlnHpHvrHUitW","https://api.spotify.com/v1/audio-analysis/3i6sCTU7ENlnHpHvrHUitW",259672,4,"rap",89
